#run-time information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	date run: 	Mon Mar 25 15:22:00 CDT 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct directory: 	/usr/local/slingshot_tools_26Jul2022_rev2/sct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	sct timestamp: 	2023-10-26 14:35:02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	'non-standard' SCT args: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#	ls config file:	-rwxr-xr-x 1 tuminell employee 17862 Mar 25 15:21 /var/users/systems/eni_revc/eni_revc.yaml",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cable_id,src_conn_a,src_conn_b,dst_conn_a,dst_conn_b,stage,src_egress_a,src_egress_b,dst_egress_a,dst_egress_b,link_type,src_group,dst_group,part_number,part_length,calculated_distance,route,,,,,,,,,,,,,
1101.1104.01.0002,x1101.c4.r1.j1,none,x1104.c6.r1.j1,none,1,x1101-LEFT,none,x1104-LEFT,none,global,10,13,R4K80A,10,7.0093178,"['x1102_RIGHT-x1101_LEFT', 'x1103_RIGHT-x1102_LEFT', 'x1104_RIGHT-x1103_LEFT']",,,,,,,,,,,,,
1200.1203.01.0000,x1200.c0.r3.j1,none,x1203.c2.r3.j17,none,1,x1200-LEFT,none,x1203-LEFT,none,global,15,18,R4K80A,10,8.6028987,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT']",,,,,,,,,,,,,
1200.1203.01.0001,x1200.c2.r7.j3,none,x1203.c4.r7.j17,none,1,x1200-LEFT,none,x1203-LEFT,none,global,15,18,R4K80A,10,7.2399263,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT']",,,,,,,,,,,,,
1200.1203.01.0002,x1200.c4.r3.j3,none,x1203.c6.r3.j1,none,1,x1200-LEFT,none,x1203-LEFT,none,global,15,18,R4K79A,7,6.8083948,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT']",,,,,,,,,,,,,
1302.1305.00.0000,x1302.c1.r3.j23,none,x1305.c3.r3.j23,none,1,x1302-RIGHT,none,x1305-RIGHT,none,global,23,26,R4K80A,10,8.7998143,"['x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT']",,,,,,,,,,,,,
1302.1305.00.0001,x1302.c7.r7.j7,none,x1305.c1.r5.j21,none,1,x1302-RIGHT,none,x1305-RIGHT,none,global,23,26,R4K80A,10,7.3286239,"['x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT']",,,,,,,,,,,,,
1302.1305.00.0002,x1302.c3.r7.j23,none,x1305.c5.r7.j23,none,1,x1302-RIGHT,none,x1305-RIGHT,none,global,23,26,R4K80A,10,7.459965,"['x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT']",,,,,,,,,,,,,
1302.1305.00.0003,x1302.c5.r3.j7,none,x1305.c7.r3.j21,none,1,x1302-RIGHT,none,x1305-RIGHT,none,global,23,26,R4K79A,7,6.6110743,"['x1303_RIGHT-x1302_LEFT', 'x1304_RIGHT-x1303_LEFT', 'x1305_RIGHT-x1304_LEFT']",,,,,,,,,,,,,
1402.1405.01.0000,x1402.c1.r3.j21,none,x1405.c3.r3.j21,none,1,x1402-RIGHT,none,x1405-RIGHT,none,global,27,30,R4K80A,10,8.7535681,"['x1402_RIGHT-x1403_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1402.1405.01.0001,x1402.c7.r1.j21,none,x1405.c1.r7.j21,none,1,x1402-RIGHT,none,x1405-RIGHT,none,global,27,30,R4K80A,10,7.6804187,"['x1402_RIGHT-x1403_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1402.1405.01.0002,x1402.c3.r7.j21,none,x1405.c5.r7.j21,none,1,x1402-RIGHT,none,x1405-RIGHT,none,global,27,30,R4K80A,10,7.4137188,"['x1402_RIGHT-x1403_LEFT', 'x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1102.1201.03.0000,x1102.c6.r3.j17,none,x1201.c3.r7.j7,none,1,x1102-LEFT,none,x1201-RIGHT,none,global,11,16,R4K80A,10,8.262585,"['x1102_FRONT-x1202_FRONT', 'x1201_RIGHT-x1202_LEFT']",,,,,,,,,,,,,
1000.1002.00.0000,x1000.c0.r5.j1,none,x1002.c1.r1.j23,none,1,x1000-LEFT,none,x1002-RIGHT,none,global,3,5,R4K80A,10,8.6442306,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT']",,,,,,,,,,,,,
1000.1002.00.0001,x1000.c2.r7.j1,none,x1002.c3.r7.j21,none,1,x1000-LEFT,none,x1002-RIGHT,none,global,3,5,R4K80A,10,7.2812582,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT']",,,,,,,,,,,,,
1000.1002.00.0002,x1000.c4.r3.j1,none,x1002.c5.r3.j21,none,1,x1000-LEFT,none,x1002-RIGHT,none,global,3,5,R4K79A,7,6.6526086,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT']",,,,,,,,,,,,,
1000.1002.00.0003,x1000.c6.r7.j3,none,x1002.c7.r7.j21,none,1,x1000-LEFT,none,x1002-RIGHT,none,global,3,5,R4K79A,7,5.2896362,"['x1000_RIGHT-x1001_LEFT', 'x1001_RIGHT-x1002_LEFT']",,,,,,,,,,,,,
1003.1005.00.0000,x1003.c0.r1.j1,none,x1005.c1.r5.j21,none,1,x1003-LEFT,none,x1005-RIGHT,none,global,6,8,R4K80A,10,8.6211075,"['x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT']",,,,,,,,,,,,,
1003.1005.00.0001,x1003.c2.r5.j3,none,x1005.c3.r1.j21,none,1,x1003-LEFT,none,x1005-RIGHT,none,global,6,8,R4K80A,10,7.6137349,"['x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT']",,,,,,,,,,,,,
1003.1005.00.0002,x1003.c4.r1.j3,none,x1005.c5.r5.j21,none,1,x1003-LEFT,none,x1005-RIGHT,none,global,6,8,R4K79A,7,6.6294855,"['x1003_RIGHT-x1004_LEFT', 'x1004_RIGHT-x1005_LEFT']",,,,,,,,,,,,,
1200.1202.00.0000,x1200.c0.r1.j1,none,x1202.c1.r5.j23,none,1,x1200-LEFT,none,x1202-RIGHT,none,global,15,17,R4K80A,10,8.6442306,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT']",,,,,,,,,,,,,
1200.1202.00.0001,x1200.c2.r5.j1,none,x1202.c3.r1.j21,none,1,x1200-LEFT,none,x1202-RIGHT,none,global,15,17,R4K80A,10,7.636858,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT']",,,,,,,,,,,,,
1200.1202.00.0002,x1200.c4.r1.j3,none,x1202.c5.r5.j21,none,1,x1200-LEFT,none,x1202-RIGHT,none,global,15,17,R4K79A,7,6.6294855,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT']",,,,,,,,,,,,,
1200.1202.00.0003,x1200.c6.r5.j3,none,x1202.c7.r1.j21,none,1,x1200-LEFT,none,x1202-RIGHT,none,global,15,17,R4K79A,7,5.645236,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT']",,,,,,,,,,,,,
1201.1203.00.0000,x1201.c0.r3.j1,none,x1203.c1.r3.j21,none,1,x1201-LEFT,none,x1203-RIGHT,none,global,16,18,R4K80A,10,8.6211075,"['x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT']",,,,,,,,,,,,,
1202.1204.00.0000,x1202.c0.r5.j1,none,x1204.c1.r1.j21,none,1,x1202-LEFT,none,x1204-RIGHT,none,global,17,19,R4K80A,10,8.6211075,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1202.1204.00.0001,x1202.c2.r1.j3,none,x1204.c3.r5.j7,none,1,x1202-LEFT,none,x1204-RIGHT,none,global,17,19,R4K80A,10,7.4397401,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1202.1204.00.0002,x1202.c4.r5.j3,none,x1204.c5.r1.j21,none,1,x1202-LEFT,none,x1204-RIGHT,none,global,17,19,R4K79A,7,6.6294855,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1403.1405.00.0000,x1403.c0.r1.j3,none,x1405.c1.r5.j21,none,1,x1403-LEFT,none,x1405-RIGHT,none,global,28,30,R4K80A,10,8.5979844,"['x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1403.1405.00.0001,x1403.c2.r5.j3,none,x1405.c3.r1.j21,none,1,x1403-LEFT,none,x1405-RIGHT,none,global,28,30,R4K80A,10,7.6137349,"['x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1403.1405.00.0002,x1403.c4.r1.j3,none,x1405.c5.r5.j21,none,1,x1403-LEFT,none,x1405-RIGHT,none,global,28,30,R4K79A,7,6.6294855,"['x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1403.1405.00.0003,x1403.c6.r3.j3,none,x1405.c7.r3.j21,none,1,x1403-LEFT,none,x1405-RIGHT,none,global,28,30,R4K79A,7,5.645236,"['x1403_RIGHT-x1404_LEFT', 'x1404_RIGHT-x1405_LEFT']",,,,,,,,,,,,,
1001.1004.00.0000,x1001.c1.r5.j23,none,x1004.c3.r5.j23,none,1,x1001-RIGHT,none,x1004-RIGHT,none,global,4,7,R4K80A,10,8.6220144,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT']",,,,,,,,,,,,,
1001.1004.00.0001,x1001.c3.r1.j21,none,x1004.c5.r1.j23,none,1,x1001-RIGHT,none,x1004-RIGHT,none,global,4,7,R4K80A,10,7.9702416,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT']",,,,,,,,,,,,,
1001.1004.00.0002,x1001.c5.r5.j21,none,x1004.c7.r5.j23,none,1,x1001-RIGHT,none,x1004-RIGHT,none,global,4,7,R4K79A,7,6.6303923,"['x1001_RIGHT-x1002_LEFT', 'x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT']",,,,,,,,,,,,,
1202.1205.00.0000,x1202.c1.r5.j21,none,x1205.c3.r5.j21,none,1,x1202-RIGHT,none,x1205-RIGHT,none,global,17,20,R4K80A,10,8.5757682,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT', 'x1204_RIGHT-x1205_LEFT']",,,,,,,,,,,,,
1202.1205.00.0001,x1202.c3.r1.j23,none,x1205.c5.r1.j21,none,1,x1202-RIGHT,none,x1205-RIGHT,none,global,17,20,R4K80A,10,7.9702416,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT', 'x1204_RIGHT-x1205_LEFT']",,,,,,,,,,,,,
1202.1205.00.0002,x1202.c7.r3.j23,none,x1205.c1.r1.j21,none,1,x1202-RIGHT,none,x1205-RIGHT,none,global,17,20,R4K80A,10,7.8813417,"['x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT', 'x1204_RIGHT-x1205_LEFT']",,,,,,,,,,,,,
1300.1303.00.0000,x1300.c1.r5.j23,none,x1303.c3.r5.j23,none,1,x1300-RIGHT,none,x1303-RIGHT,none,global,21,24,R4K80A,10,8.6220144,"['x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1300.1303.00.0001,x1300.c7.r3.j21,none,x1303.c1.r1.j21,none,1,x1300-RIGHT,none,x1303-RIGHT,none,global,21,24,R4K80A,10,7.8582186,"['x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1300.1303.00.0002,x1300.c3.r3.j21,none,x1303.c5.r3.j7,none,1,x1300-RIGHT,none,x1303-RIGHT,none,global,21,24,R4K80A,10,7.5953238,"['x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1300.1303.00.0003,x1300.c5.r7.j21,none,x1303.c7.r7.j23,none,1,x1300-RIGHT,none,x1303-RIGHT,none,global,21,24,R4K79A,7,6.4525924,"['x1301_RIGHT-x1300_LEFT', 'x1302_RIGHT-x1301_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1200.1204.01.0000,x1200.c1.r7.j23,none,x1204.c4.r7.j17,none,1,x1200-RIGHT,none,x1204-LEFT,none,global,15,19,R4K80A,10,8.4028825,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1200.1204.01.0001,x1200.c3.r3.j23,none,x1204.c6.r3.j1,none,1,x1200-RIGHT,none,x1204-LEFT,none,global,15,19,R4K80A,10,7.9713511,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1200.1204.01.0002,x1200.c7.r5.j7,none,x1204.c2.r3.j17,none,1,x1200-RIGHT,none,x1204-LEFT,none,global,15,19,R4K80A,10,7.488215,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_RIGHT-x1203_LEFT', 'x1203_RIGHT-x1204_LEFT']",,,,,,,,,,,,,
1002.1100.01.0000,x1002.c1.r1.j21,none,x1100.c4.r5.j17,none,1,x1002-RIGHT,none,x1100-LEFT,none,global,5,9,R4K80A,10,8.37954,"['x1002_BACK-x1102_BACK', 'x1102_RIGHT-x1101_LEFT', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1002.1100.01.0001,x1002.c3.r5.j23,none,x1100.c6.r1.j1,none,1,x1002-RIGHT,none,x1100-LEFT,none,global,5,9,R4K80A,10,7.6155319,"['x1002_BACK-x1102_BACK', 'x1102_RIGHT-x1101_LEFT', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1002.1100.01.0002,x1002.c7.r7.j7,none,x1100.c2.r1.j1,none,1,x1002-RIGHT,none,x1100-LEFT,none,global,5,9,R4K80A,10,7.329514,"['x1002_BACK-x1102_BACK', 'x1102_RIGHT-x1101_LEFT', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1005.1103.01.0000,x1005.c1.r3.j23,none,x1103.c4.r3.j17,none,1,x1005-RIGHT,none,x1103-LEFT,none,global,8,12,R4K80A,10,8.4026631,"['x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT']",,,,,,,,,,,,,
1005.1103.01.0001,x1005.c5.r5.j23,none,x1103.c0.r3.j1,none,1,x1005-RIGHT,none,x1103-LEFT,none,global,8,12,R4K80A,10,8.5108814,"['x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT']",,,,,,,,,,,,,
1005.1103.01.0002,x1005.c7.r1.j23,none,x1103.c2.r7.j17,none,1,x1005-RIGHT,none,x1103-LEFT,none,global,8,12,R4K80A,10,7.3295137,"['x1005_BACK-x1105_BACK', 'x1105_RIGHT-x1104_LEFT', 'x1104_RIGHT-x1103_LEFT']",,,,,,,,,,,,,
1202.1300.01.0000,x1202.c1.r3.j23,none,x1300.c4.r3.j1,none,1,x1202-RIGHT,none,x1300-LEFT,none,global,17,21,R4K80A,10,8.5997813,"['x1202_BACK-x1302_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1301_RIGHT-x1300_LEFT']",,,,,,,,,,,,,
1202.1300.01.0001,x1202.c5.r5.j7,none,x1300.c0.r3.j1,none,1,x1202-RIGHT,none,x1300-LEFT,none,global,17,21,R4K80A,10,8.3137635,"['x1202_BACK-x1302_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1301_RIGHT-x1300_LEFT']",,,,,,,,,,,,,
1202.1300.01.0002,x1202.c7.r1.j7,none,x1300.c2.r7.j1,none,1,x1202-RIGHT,none,x1300-LEFT,none,global,17,21,R4K80A,10,7.329514,"['x1202_BACK-x1302_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1301_RIGHT-x1300_LEFT']",,,,,,,,,,,,,
1202.1300.01.0003,x1202.c3.r7.j23,none,x1300.c6.r7.j1,none,1,x1202-RIGHT,none,x1300-LEFT,none,global,17,21,R4K80A,10,7.2599321,"['x1202_BACK-x1302_BACK', 'x1302_RIGHT-x1301_LEFT', 'x1301_RIGHT-x1300_LEFT']",,,,,,,,,,,,,
1203.1301.01.0000,x1203.c1.r1.j23,none,x1301.c4.r5.j1,none,1,x1203-RIGHT,none,x1301-LEFT,none,global,18,22,R4K80A,10,8.5997813,"['x1203_BACK-x1303_BACK', 'x1303_RIGHT-x1302_LEFT', 'x1302_RIGHT-x1301_LEFT']",,,,,,,,,,,,,
1203.1301.01.0001,x1203.c5.r3.j7,none,x1301.c0.r5.j1,none,1,x1203-RIGHT,none,x1301-LEFT,none,global,18,22,R4K80A,10,8.3137635,"['x1203_BACK-x1303_BACK', 'x1303_RIGHT-x1302_LEFT', 'x1302_RIGHT-x1301_LEFT']",,,,,,,,,,,,,
1203.1301.01.0002,x1203.c7.r7.j7,none,x1301.c2.r1.j1,none,1,x1203-RIGHT,none,x1301-LEFT,none,global,18,22,R4K80A,10,7.329514,"['x1203_BACK-x1303_BACK', 'x1303_RIGHT-x1302_LEFT', 'x1302_RIGHT-x1301_LEFT']",,,,,,,,,,,,,
1100.1200.01.0000,x1100.c4.r5.j1,none,x1200.c1.r7.j21,none,1,x1100-LEFT,none,x1200-RIGHT,none,global,9,15,R4K80A,10,8.554848,['x1100_FRONT-x1200_FRONT'],,,,,,,,,,,,,
1100.1200.01.0001,x1100.c6.r1.j17,none,x1200.c3.r3.j21,none,1,x1100-LEFT,none,x1200-RIGHT,none,global,9,15,R4K80A,10,7.7290801,['x1100_FRONT-x1200_FRONT'],,,,,,,,,,,,,
1100.1200.01.0002,x1100.c2.r1.j17,none,x1200.c7.r5.j23,none,1,x1100-LEFT,none,x1200-RIGHT,none,global,9,15,R4K80A,10,7.6633033,['x1100_FRONT-x1200_FRONT'],,,,,,,,,,,,,
1101.1201.01.0000,x1101.c4.r7.j17,none,x1201.c1.r5.j23,none,1,x1101-LEFT,none,x1201-RIGHT,none,global,10,16,R4K80A,10,8.3808529,['x1101_FRONT-x1201_FRONT'],,,,,,,,,,,,,
1101.1201.01.0001,x1101.c0.r7.j1,none,x1201.c5.r7.j23,none,1,x1101-LEFT,none,x1201-RIGHT,none,global,10,16,R4K80A,10,8.4890711,['x1101_FRONT-x1201_FRONT'],,,,,,,,,,,,,
1101.1201.01.0002,x1101.c6.r3.j17,none,x1201.c3.r1.j23,none,1,x1101-LEFT,none,x1201-RIGHT,none,global,10,16,R4K80A,10,7.7522032,['x1101_FRONT-x1201_FRONT'],,,,,,,,,,,,,
1101.1201.01.0003,x1101.c2.r3.j17,none,x1201.c7.r3.j23,none,1,x1101-LEFT,none,x1201-RIGHT,none,global,10,16,R4K80A,10,7.6633033,['x1101_FRONT-x1201_FRONT'],,,,,,,,,,,,,
1000.1101.00.0000,x1000.c2.r1.j1,none,x1101.c0.r3.j3,none,1,x1000-LEFT,none,x1101-LEFT,none,global,3,10,R4K80A,10,8.5099745,"['x1000_BACK-x1100_BACK', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1000.1101.00.0001,x1000.c0.r5.j3,none,x1101.c6.r5.j3,none,1,x1000-LEFT,none,x1101-LEFT,none,global,3,10,R4K80A,10,7.2359021,"['x1000_BACK-x1100_BACK', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1000.1101.00.0002,x1000.c6.r7.j1,none,x1101.c4.r1.j3,none,1,x1000-LEFT,none,x1101-LEFT,none,global,3,10,R4K79A,7,6.3636757,"['x1000_BACK-x1100_BACK', 'x1101_RIGHT-x1100_LEFT']",,,,,,,,,,,,,
1202.1303.00.0000,x1202.c2.r1.j1,none,x1303.c0.r3.j1,none,1,x1202-LEFT,none,x1303-LEFT,none,global,17,24,R4K80A,10,8.5330976,"['x1202_BACK-x1302_BACK', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1202.1303.00.0001,x1202.c4.r5.j1,none,x1303.c2.r7.j3,none,1,x1202-LEFT,none,x1303-LEFT,none,global,17,24,R4K80A,10,7.1701252,"['x1202_BACK-x1302_BACK', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1202.1303.00.0002,x1202.c0.r7.j3,none,x1303.c6.r7.j1,none,1,x1202-LEFT,none,x1303-LEFT,none,global,17,24,R4K80A,10,7.0812253,"['x1202_BACK-x1302_BACK', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1202.1303.00.0003,x1202.c6.r1.j3,none,x1303.c4.r3.j3,none,1,x1202-LEFT,none,x1303-LEFT,none,global,17,24,R4K79A,7,6.5183525,"['x1202_BACK-x1302_BACK', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1002.1104.01.0000,x1002.c3.r7.j7,none,x1104.c2.r1.j1,none,1,x1002-RIGHT,none,x1104-LEFT,none,global,5,13,R4K80A,10,8.3137635,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK']",,,,,,,,,,,,,
1002.1104.01.0001,x1002.c5.r3.j7,none,x1104.c4.r5.j3,none,1,x1002-RIGHT,none,x1104-LEFT,none,global,5,13,R4K80A,10,7.3063909,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK']",,,,,,,,,,,,,
1002.1104.01.0002,x1002.c7.r7.j23,none,x1104.c6.r1.j3,none,1,x1002-RIGHT,none,x1104-LEFT,none,global,5,13,R4K79A,7,6.5192593,"['x1002_RIGHT-x1003_LEFT', 'x1003_RIGHT-x1004_LEFT', 'x1004_BACK-x1104_BACK']",,,,,,,,,,,,,
1003.1101.01.0000,x1003.c5.r1.j7,none,x1101.c0.r7.j17,none,1,x1003-RIGHT,none,x1101-LEFT,none,global,6,10,R4K80A,10,8.1166453,"['x1003_BACK-x1103_BACK', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT']",,,,,,,,,,,,,
1003.1101.01.0001,x1003.c1.r7.j23,none,x1101.c4.r7.j1,none,1,x1003-RIGHT,none,x1101-LEFT,none,global,6,10,R4K80A,10,8.2441815,"['x1003_BACK-x1103_BACK', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT']",,,,,,,,,,,,,
1003.1101.01.0002,x1003.c3.r3.j23,none,x1101.c6.r3.j1,none,1,x1003-RIGHT,none,x1101-LEFT,none,global,6,10,R4K80A,10,7.6155319,"['x1003_BACK-x1103_BACK', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT']",,,,,,,,,,,,,
1003.1101.01.0003,x1003.c7.r5.j7,none,x1101.c2.r3.j1,none,1,x1003-RIGHT,none,x1101-LEFT,none,global,6,10,R4K80A,10,7.329514,"['x1003_BACK-x1103_BACK', 'x1103_RIGHT-x1102_LEFT', 'x1102_RIGHT-x1101_LEFT']",,,,,,,,,,,,,
1200.1302.01.0000,x1200.c3.r5.j23,none,x1302.c2.r3.j17,none,1,x1200-RIGHT,none,x1302-LEFT,none,global,15,23,R4K80A,10,8.3137632,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_BACK-x1302_BACK']",,,,,,,,,,,,,
1200.1302.01.0001,x1200.c5.r1.j23,none,x1302.c4.r7.j1,none,1,x1200-RIGHT,none,x1302-LEFT,none,global,15,23,R4K80A,10,7.5266319,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_BACK-x1302_BACK']",,,,,,,,,,,,,
1200.1302.01.0002,x1200.c7.r5.j21,none,x1302.c6.r3.j1,none,1,x1200-RIGHT,none,x1302-LEFT,none,global,15,23,R4K79A,7,6.5192594,"['x1200_RIGHT-x1201_LEFT', 'x1201_RIGHT-x1202_LEFT', 'x1202_BACK-x1302_BACK']",,,,,,,,,,,,,
1204.1302.01.0000,x1204.c5.r1.j23,none,x1302.c0.r7.j1,none,1,x1204-RIGHT,none,x1302-LEFT,none,global,19,23,R4K80A,10,8.5108814,"['x1204_BACK-x1304_BACK', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1204.1302.01.0001,x1204.c1.r7.j23,none,x1302.c4.r7.j17,none,1,x1204-RIGHT,none,x1302-LEFT,none,global,19,23,R4K80A,10,8.0470633,"['x1204_BACK-x1304_BACK', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1204.1302.01.0002,x1204.c3.r5.j23,none,x1302.c6.r1.j1,none,1,x1204-RIGHT,none,x1302-LEFT,none,global,19,23,R4K80A,10,7.6155319,"['x1204_BACK-x1304_BACK', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1204.1302.01.0003,x1204.c7.r5.j23,none,x1302.c2.r3.j1,none,1,x1204-RIGHT,none,x1302-LEFT,none,global,19,23,R4K80A,10,7.5266319,"['x1204_BACK-x1304_BACK', 'x1304_RIGHT-x1303_LEFT', 'x1303_RIGHT-x1302_LEFT']",,,,,,,,,,,,,
1205.1303.00.0000,x1205.c5.r7.j7,none,x1303.c0.r1.j1,none,1,x1205-RIGHT,none,x1303-LEFT,none,global,20,24,R4K80A,10,8.3137635,"['x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT']",,,,,,,,,,,,,
1205.1303.00.0001,x1205.c3.r3.j21,none,x1303.c6.r3.j1,none,1,x1205-RIGHT,none,x1303-LEFT,none,global,20,24,R4K80A,10,7.5924088,"['x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT']",,,,,,,,,,,,,
1205.1303.00.0002,x1205.c7.r3.j23,none,x1303.c2.r5.j1,none,1,x1205-RIGHT,none,x1303-LEFT,none,global,20,24,R4K80A,10,7.5266319,"['x1205_BACK-x1305_BACK', 'x1305_RIGHT-x1304_LEFT', 'x1304_RIGHT-x1303_LEFT']",,,,,,,,,,,,,
